Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Year_Extracted,g_q1,g_q3,g_iqr,Is_Outlier
602978,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Annual Average 2018,2018-01-01,20.92,2018,15.75,24.1425,8.392499999999998,0
606035,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2018,2018-01-01,6.95,2018,7.35,10.2425,2.8925,0
606059,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2018,2018-01-01,6.06,2018,7.35,10.2425,2.8925,0
603020,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2018,2018-01-01,21.2,2018,15.75,24.1425,8.392499999999998,0
606041,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2018,2018-01-01,6.59,2018,7.35,10.2425,2.8925,0
602768,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2018,2018-01-01,23.42,2018,15.75,24.1425,8.392499999999998,0
603023,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2018,2018-01-01,19.76,2018,15.75,24.1425,8.392499999999998,0
605996,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2018,2018-01-01,6.72,2018,7.35,10.2425,2.8925,0
606020,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Annual Average 2018,2018-01-01,7.39,2018,7.35,10.2425,2.8925,0
602708,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Annual Average 2018,2018-01-01,17.25,2018,15.75,24.1425,8.392499999999998,0
605993,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2018,2018-01-01,6.79,2018,7.35,10.2425,2.8925,0
602909,375,Nitrogen dioxide (NO2),Mean,ppb,NA,305307,Upper East Side-Gramercy,Annual Average 2018,2018-01-01,25.89,2018,15.75,24.1425,8.392499999999998,0
605954,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Annual Average 2018,2018-01-01,7.11,2018,7.35,10.2425,2.8925,0
602948,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2018,2018-01-01,26.65,2018,15.75,24.1425,8.392499999999998,0
602912,375,Nitrogen dioxide (NO2),Mean,ppb,NA,306308,Chelsea-Village,Annual Average 2018,2018-01-01,26.64,2018,15.75,24.1425,8.392499999999998,0
603095,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2018,2018-01-01,16.26,2018,15.75,24.1425,8.392499999999998,0
605900,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2018,2018-01-01,7.93,2018,7.35,10.2425,2.8925,0
605666,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Annual Average 2018,2018-01-01,6.99,2018,7.35,10.2425,2.8925,0
602957,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2018,2018-01-01,21.51,2018,15.75,24.1425,8.392499999999998,0
605660,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5,Staten Island,Annual Average 2018,2018-01-01,6.4,2018,7.35,10.2425,2.8925,0
605927,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Annual Average 2018,2018-01-01,7.32,2018,7.35,10.2425,2.8925,0
605945,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Annual Average 2018,2018-01-01,7.37,2018,7.35,10.2425,2.8925,0
602762,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2018,2018-01-01,20.91,2018,15.75,24.1425,8.392499999999998,0
605786,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Annual Average 2018,2018-01-01,6.18,2018,7.35,10.2425,2.8925,0
605732,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Annual Average 2018,2018-01-01,9.97,2018,7.35,10.2425,2.8925,0
605693,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,Annual Average 2018,2018-01-01,7.06,2018,7.35,10.2425,2.8925,0
605906,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Annual Average 2018,2018-01-01,11.45,2018,7.35,10.2425,2.8925,0
605981,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2018,2018-01-01,7.96,2018,7.35,10.2425,2.8925,0
603014,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2018,2018-01-01,19.47,2018,15.75,24.1425,8.392499999999998,0
605651,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Annual Average 2018,2018-01-01,7.19,2018,7.35,10.2425,2.8925,0
602837,375,Nitrogen dioxide (NO2),Mean,ppb,NA,104,Pelham - Throgs Neck,Annual Average 2018,2018-01-01,16.89,2018,15.75,24.1425,8.392499999999998,0
605678,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Annual Average 2018,2018-01-01,7.68,2018,7.35,10.2425,2.8925,0
603029,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2018,2018-01-01,19.12,2018,15.75,24.1425,8.392499999999998,0
603017,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2018,2018-01-01,17.17,2018,15.75,24.1425,8.392499999999998,0
602765,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2018,2018-01-01,22.22,2018,15.75,24.1425,8.392499999999998,0
605978,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305,East New York and Starrett City (CD5),Annual Average 2018,2018-01-01,7.02,2018,7.35,10.2425,2.8925,0
606005,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Annual Average 2018,2018-01-01,6.95,2018,7.35,10.2425,2.8925,0
602792,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2018,2018-01-01,17.63,2018,15.75,24.1425,8.392499999999998,0
605714,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211,Williamsburg - Bushwick,Annual Average 2018,2018-01-01,8.11,2018,7.35,10.2425,2.8925,0
605948,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Annual Average 2018,2018-01-01,7.38,2018,7.35,10.2425,2.8925,0
602756,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Annual Average 2018,2018-01-01,19.73,2018,15.75,24.1425,8.392499999999998,0
602687,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2018,2018-01-01,17.73,2018,15.75,24.1425,8.392499999999998,0
605894,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Annual Average 2018,2018-01-01,8.97,2018,7.35,10.2425,2.8925,0
602759,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2018,2018-01-01,21.66,2018,15.75,24.1425,8.392499999999998,0
603089,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Annual Average 2018,2018-01-01,16.09,2018,15.75,24.1425,8.392499999999998,0
602705,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Annual Average 2018,2018-01-01,16.16,2018,15.75,24.1425,8.392499999999998,0
602726,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Annual Average 2018,2018-01-01,21.14,2018,15.75,24.1425,8.392499999999998,0
603059,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2018,2018-01-01,19.5,2018,15.75,24.1425,8.392499999999998,0
602699,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Annual Average 2018,2018-01-01,12.92,2018,15.75,24.1425,8.392499999999998,0
605984,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307,Sunset Park (CD7),Annual Average 2018,2018-01-01,7.77,2018,7.35,10.2425,2.8925,0
605834,365,Fine particles (PM 2.5),Mean,mcg/m3,NA,301,Washington Heights,Annual Average 2018,2018-01-01,7.32,2018,7.35,10.2425,2.8925,0
606032,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2018,2018-01-01,7.35,2018,7.35,10.2425,2.8925,0
605960,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2018,2018-01-01,7.08,2018,7.35,10.2425,2.8925,0
605735,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2018,2018-01-01,10.3,2018,7.35,10.2425,2.8925,0
605837,365,Fine particles (PM 2.5),Mean,mcg/m3,NA,302,Central Harlem - Morningside Heights,Annual Average 2018,2018-01-01,7.53,2018,7.35,10.2425,2.8925,0
603056,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 2018,2018-01-01,14.45,2018,15.75,24.1425,8.392499999999998,0
602783,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2018,2018-01-01,25.15,2018,15.75,24.1425,8.392499999999998,0
603002,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2018,2018-01-01,15.81,2018,15.75,24.1425,8.392499999999998,0
605648,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Annual Average 2018,2018-01-01,7.25,2018,7.35,10.2425,2.8925,0
605942,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Annual Average 2018,2018-01-01,7.68,2018,7.35,10.2425,2.8925,0
605720,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2018,2018-01-01,7.53,2018,7.35,10.2425,2.8925,0
602960,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Annual Average 2018,2018-01-01,21.72,2018,15.75,24.1425,8.392499999999998,0
606053,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Annual Average 2018,2018-01-01,6.7,2018,7.35,10.2425,2.8925,0
606047,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2018,2018-01-01,6.4,2018,7.35,10.2425,2.8925,0
602732,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Annual Average 2018,2018-01-01,17.56,2018,15.75,24.1425,8.392499999999998,0
605858,365,Fine particles (PM 2.5),Mean,mcg/m3,NA,407,Southwest Queens,Annual Average 2018,2018-01-01,6.56,2018,7.35,10.2425,2.8925,0
605738,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Annual Average 2018,2018-01-01,8.79,2018,7.35,10.2425,2.8925,0
602852,375,Nitrogen dioxide (NO2),Mean,ppb,NA,205,Sunset Park,Annual Average 2018,2018-01-01,19.67,2018,15.75,24.1425,8.392499999999998,0
602801,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2018,2018-01-01,17.34,2018,15.75,24.1425,8.392499999999998,0
602795,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2018,2018-01-01,15.77,2018,15.75,24.1425,8.392499999999998,0
602903,375,Nitrogen dioxide (NO2),Mean,ppb,NA,409,Southeast Queens,Annual Average 2018,2018-01-01,16.22,2018,15.75,24.1425,8.392499999999998,0
605777,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,Port Richmond,Annual Average 2018,2018-01-01,6.78,2018,7.35,10.2425,2.8925,0
602693,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Annual Average 2018,2018-01-01,23.43,2018,15.75,24.1425,8.392499999999998,0
606056,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Annual Average 2018,2018-01-01,6.44,2018,7.35,10.2425,2.8925,0
602729,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2018,2018-01-01,19.42,2018,15.75,24.1425,8.392499999999998,0
602798,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Annual Average 2018,2018-01-01,17.94,2018,15.75,24.1425,8.392499999999998,0
602954,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Annual Average 2018,2018-01-01,23.51,2018,15.75,24.1425,8.392499999999998,0
605663,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Annual Average 2018,2018-01-01,6.95,2018,7.35,10.2425,2.8925,0
602747,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2018,2018-01-01,16.86,2018,15.75,24.1425,8.392499999999998,0
602899,375,Nitrogen dioxide (NO2),Mean,ppb,NA,407,Southwest Queens,Winter 2017-18,2017-12-01,23.99,2017,15.75,24.1425,8.392499999999998,0
606067,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Winter 2017-18,2017-12-01,7.87,2017,7.35,10.2425,2.8925,0
603019,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Winter 2017-18,2017-12-01,24.09,2017,15.75,24.1425,8.392499999999998,0
602797,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Winter 2017-18,2017-12-01,21.85,2017,15.75,24.1425,8.392499999999998,0
602860,375,Nitrogen dioxide (NO2),Mean,ppb,NA,207,East Flatbush - Flatbush,Winter 2017-18,2017-12-01,24.33,2017,15.75,24.1425,8.392499999999998,0
603088,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2017-18,2017-12-01,23.13,2017,15.75,24.1425,8.392499999999998,0
603046,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Winter 2017-18,2017-12-01,23.47,2017,15.75,24.1425,8.392499999999998,0
603010,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2017-18,2017-12-01,27.06,2017,15.75,24.1425,8.392499999999998,0
605755,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Winter 2017-18,2017-12-01,7.94,2017,7.35,10.2425,2.8925,0
606034,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Winter 2017-18,2017-12-01,8.51,2017,7.35,10.2425,2.8925,0
603037,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2017-18,2017-12-01,22.88,2017,15.75,24.1425,8.392499999999998,0
603103,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Winter 2017-18,2017-12-01,21.9,2017,15.75,24.1425,8.392499999999998,0
605833,365,Fine particles (PM 2.5),Mean,mcg/m3,NA,211,Williamsburg - Bushwick,Winter 2017-18,2017-12-01,9.42,2017,7.35,10.2425,2.8925,0
602884,375,Nitrogen dioxide (NO2),Mean,ppb,NA,304,Upper West Side,Winter 2017-18,2017-12-01,27.31,2017,15.75,24.1425,8.392499999999998,0
602827,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Winter 2017-18,2017-12-01,17.21,2017,15.75,24.1425,8.392499999999998,0
602971,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Winter 2017-18,2017-12-01,27.52,2017,15.75,24.1425,8.392499999999998,0
606019,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Winter 2017-18,2017-12-01,7.87,2017,7.35,10.2425,2.8925,0
605986,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307,Sunset Park (CD7),Winter 2017-18,2017-12-01,9.3,2017,7.35,10.2425,2.8925,0
605980,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305,East New York and Starrett City (CD5),Winter 2017-18,2017-12-01,8.18,2017,7.35,10.2425,2.8925,0
606043,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2017-18,2017-12-01,7.64,2017,7.35,10.2425,2.8925,0
603049,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2017-18,2017-12-01,19.88,2017,15.75,24.1425,8.392499999999998,0
605905,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Winter 2017-18,2017-12-01,10.42,2017,7.35,10.2425,2.8925,0
605650,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Winter 2017-18,2017-12-01,8.28,2017,7.35,10.2425,2.8925,0
605707,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Winter 2017-18,2017-12-01,7.9,2017,7.35,10.2425,2.8925,0
602986,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Winter 2017-18,2017-12-01,25.16,2017,15.75,24.1425,8.392499999999998,0
602959,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2017-18,2017-12-01,27.31,2017,15.75,24.1425,8.392499999999998,0
602887,375,Nitrogen dioxide (NO2),Mean,ppb,NA,401,Long Island City - Astoria,Winter 2017-18,2017-12-01,27.14,2017,15.75,24.1425,8.392499999999998,0
605770,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Winter 2017-18,2017-12-01,7.71,2017,7.35,10.2425,2.8925,0
605893,365,Fine particles (PM 2.5),Mean,mcg/m3,Citywide,1,New York City,Winter 2017-18,2017-12-01,8.2,2017,7.35,10.2425,2.8925,0
605983,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Winter 2017-18,2017-12-01,9.5,2017,7.35,10.2425,2.8925,0
602890,375,Nitrogen dioxide (NO2),Mean,ppb,NA,402,West Queens,Winter 2017-18,2017-12-01,26.84,2017,15.75,24.1425,8.392499999999998,0
602842,375,Nitrogen dioxide (NO2),Mean,ppb,NA,201,Greenpoint,Winter 2017-18,2017-12-01,28.11,2017,15.75,24.1425,8.392499999999998,0
602872,375,Nitrogen dioxide (NO2),Mean,ppb,NA,211,Williamsburg - Bushwick,Winter 2017-18,2017-12-01,27.7,2017,15.75,24.1425,8.392499999999998,0
602866,375,Nitrogen dioxide (NO2),Mean,ppb,NA,209,Bensonhurst - Bay Ridge,Winter 2017-18,2017-12-01,22.67,2017,15.75,24.1425,8.392499999999998,0
606052,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,Bayside and Little Neck (CD11),Winter 2017-18,2017-12-01,7.56,2017,7.35,10.2425,2.8925,0
603097,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2017-18,2017-12-01,21.61,2017,15.75,24.1425,8.392499999999998,0
602836,375,Nitrogen dioxide (NO2),Mean,ppb,NA,103,Fordham - Bronx Pk,Winter 2017-18,2017-12-01,22.82,2017,15.75,24.1425,8.392499999999998,0
605830,365,Fine particles (PM 2.5),Mean,mcg/m3,NA,210,Coney Island - Sheepshead Bay,Winter 2017-18,2017-12-01,7.81,2017,7.35,10.2425,2.8925,0
602914,375,Nitrogen dioxide (NO2),Mean,ppb,NA,306308,Chelsea-Village,Winter 2017-18,2017-12-01,31.14,2017,15.75,24.1425,8.392499999999998,0
605848,365,Fine particles (PM 2.5),Mean,mcg/m3,NA,401,Long Island City - Astoria,Winter 2017-18,2017-12-01,9.27,2017,7.35,10.2425,2.8925,0
602911,375,Nitrogen dioxide (NO2),Mean,ppb,NA,305307,Upper East Side-Gramercy,Winter 2017-18,2017-12-01,30.67,2017,15.75,24.1425,8.392499999999998,0
605902,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Winter 2017-18,2017-12-01,9.36,2017,7.35,10.2425,2.8925,0
605998,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2017-18,2017-12-01,8.11,2017,7.35,10.2425,2.8925,0
605926,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Winter 2017-18,2017-12-01,8.36,2017,7.35,10.2425,2.8925,0
602929,375,Nitrogen dioxide (NO2),Mean,ppb,NA,105106107,South Bronx,Winter 2017-18,2017-12-01,26.55,2017,15.75,24.1425,8.392499999999998,0
602851,375,Nitrogen dioxide (NO2),Mean,ppb,NA,204,East New York,Winter 2017-18,2017-12-01,24.54,2017,15.75,24.1425,8.392499999999998,0
605965,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Winter 2017-18,2017-12-01,8.1,2017,7.35,10.2425,2.8925,0
603073,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Winter 2017-18,2017-12-01,25.7,2017,15.75,24.1425,8.392499999999998,0
605941,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Winter 2017-18,2017-12-01,8.65,2017,7.35,10.2425,2.8925,0
605797,365,Fine particles (PM 2.5),Mean,mcg/m3,NA,103,Fordham - Bronx Pk,Winter 2017-18,2017-12-01,8.22,2017,7.35,10.2425,2.8925,0
605911,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Winter 2017-18,2017-12-01,10.74,2017,7.35,10.2425,2.8925,0
603028,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2017-18,2017-12-01,26.53,2017,15.75,24.1425,8.392499999999998,0
605782,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,Stapleton - St. George,Winter 2017-18,2017-12-01,7.81,2017,7.35,10.2425,2.8925,0
603064,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Winter 2017-18,2017-12-01,27.56,2017,15.75,24.1425,8.392499999999998,0
602908,375,Nitrogen dioxide (NO2),Mean,ppb,NA,410,Rockaways,Winter 2017-18,2017-12-01,14.41,2017,15.75,24.1425,8.392499999999998,0
605971,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2017-18,2017-12-01,9.27,2017,7.35,10.2425,2.8925,0
605791,365,Fine particles (PM 2.5),Mean,mcg/m3,NA,101,Kingsbridge - Riverdale,Winter 2017-18,2017-12-01,8,2017,7.35,10.2425,2.8925,0
602755,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Winter 2017-18,2017-12-01,27.7,2017,15.75,24.1425,8.392499999999998,0
605704,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Winter 2017-18,2017-12-01,8.39,2017,7.35,10.2425,2.8925,0
602791,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Winter 2017-18,2017-12-01,26.84,2017,15.75,24.1425,8.392499999999998,0
603100,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2017-18,2017-12-01,14.31,2017,15.75,24.1425,8.392499999999998,0
602878,375,Nitrogen dioxide (NO2),Mean,ppb,NA,302,Central Harlem - Morningside Heights,Winter 2017-18,2017-12-01,27.52,2017,15.75,24.1425,8.392499999999998,0
602824,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Winter 2017-18,2017-12-01,19.5,2017,15.75,24.1425,8.392499999999998,0
602926,375,Nitrogen dioxide (NO2),Mean,ppb,NA,503504,Southern SI,Winter 2017-18,2017-12-01,18.06,2017,15.75,24.1425,8.392499999999998,0
605767,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Winter 2017-18,2017-12-01,7.62,2017,7.35,10.2425,2.8925,0
605761,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Winter 2017-18,2017-12-01,8.11,2017,7.35,10.2425,2.8925,0
602896,375,Nitrogen dioxide (NO2),Mean,ppb,NA,405,Ridgewood - Forest Hills,Winter 2017-18,2017-12-01,25.21,2017,15.75,24.1425,8.392499999999998,0
602830,375,Nitrogen dioxide (NO2),Mean,ppb,NA,101,Kingsbridge - Riverdale,Winter 2017-18,2017-12-01,21.31,2017,15.75,24.1425,8.392499999999998,0
605869,365,Fine particles (PM 2.5),Mean,mcg/m3,NA,410,Rockaways,Winter 2017-18,2017-12-01,7,2017,7.35,10.2425,2.8925,0
602794,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Winter 2017-18,2017-12-01,24.42,2017,15.75,24.1425,8.392499999999998,0
605977,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Winter 2017-18,2017-12-01,8.77,2017,7.35,10.2425,2.8925,0
602902,375,Nitrogen dioxide (NO2),Mean,ppb,NA,408,Jamaica,Winter 2017-18,2017-12-01,23.83,2017,15.75,24.1425,8.392499999999998,0
605689,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Winter 2017-18,2017-12-01,9.38,2017,7.35,10.2425,2.8925,0
605677,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Winter 2017-18,2017-12-01,8.52,2017,7.35,10.2425,2.8925,0
605668,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Winter 2017-18,2017-12-01,8.13,2017,7.35,10.2425,2.8925,0
605887,365,Fine particles (PM 2.5),Mean,mcg/m3,NA,503504,Southern SI,Winter 2017-18,2017-12-01,7.73,2017,7.35,10.2425,2.8925,0
605944,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Winter 2017-18,2017-12-01,8.66,2017,7.35,10.2425,2.8925,0
602944,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Winter 2017-18,2017-12-01,30.19,2017,15.75,24.1425,8.392499999999998,0
605680,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Winter 2017-18,2017-12-01,8.59,2017,7.35,10.2425,2.8925,0
605989,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2017-18,2017-12-01,8.69,2017,7.35,10.2425,2.8925,0
