Year_Extracted,Geo Place Name,Name,Data Value
2019,Long Island City - Astoria,Annual vehicle miles traveled (cars),57.09145
2019,Borough Park,Nitrogen dioxide (NO2),16.66
2019,Long Island City - Astoria,Fine particles (PM 2.5),7.99
2019,Kingsbridge - Riverdale,Fine particles (PM 2.5),6.71
2019,Downtown - Heights - Slope,Nitrogen dioxide (NO2),19.98
2019,Rockaways,Nitrogen dioxide (NO2),10.04
2019,Sunset Park,Annual vehicle miles traveled (trucks),5.385276
2019,Stapleton - St. George,Annual vehicle miles traveled (trucks),2.21316
2019,Downtown - Heights - Slope,Annual vehicle miles traveled (trucks),6.892509
2019,East Flatbush - Flatbush,Annual vehicle miles traveled (cars),56.575253
2019,Southwest Queens,Annual vehicle miles traveled (cars),54.203621
2019,Greenpoint,Annual vehicle miles traveled (cars),78.928576
2019,Northeast Bronx,Annual vehicle miles traveled,47.718988
2019,Washington Heights,Nitrogen dioxide (NO2),17.27
2019,Chelsea - Clinton,Annual vehicle miles traveled,136.036183
2019,Chelsea - Clinton,Annual vehicle miles traveled (cars),118.311535
2019,Upper West Side,Annual vehicle miles traveled (trucks),8.91419
2019,Fordham - Bronx Pk,Annual vehicle miles traveled (trucks),2.050006
2019,West Queens,Fine particles (PM 2.5),7.35
2019,Northeast Bronx,Annual vehicle miles traveled (cars),42.653148
2019,Northeast Bronx,Annual vehicle miles traveled (trucks),3.910605
2019,Sunset Park,Annual vehicle miles traveled (cars),93.88761
2019,Greenpoint,Nitrogen dioxide (NO2),21.4
2019,Crotona -Tremont,Annual vehicle miles traveled,102.321246
2019,Port Richmond,Annual vehicle miles traveled (cars),14.876952
2019,Willowbrook,Fine particles (PM 2.5),5.96
2019,Upper East Side,Fine particles (PM 2.5),8
2019,Borough Park,Fine particles (PM 2.5),6.32
2019,Coney Island - Sheepshead Bay,Fine particles (PM 2.5),6.04
2019,Jamaica,Fine particles (PM 2.5),6.24
2019,Crotona -Tremont,Fine particles (PM 2.5),7.23
2019,Fordham - Bronx Pk,Fine particles (PM 2.5),6.7
2019,Southwest Queens,Fine particles (PM 2.5),6.19
2019,Bedford Stuyvesant - Crown Heights,Fine particles (PM 2.5),6.61
2019,Rockaways,Annual vehicle miles traveled (trucks),0.577668
2019,Ridgewood - Forest Hills,Annual vehicle miles traveled (trucks),2.043201
2019,Stapleton - St. George,Annual vehicle miles traveled,33.3406
2019,West Queens,Annual vehicle miles traveled,103.85048
2019,Upper East Side,Annual vehicle miles traveled,124.603967
2019,Southwest Queens,Annual vehicle miles traveled (trucks),2.436994
2019,Greenpoint,Fine particles (PM 2.5),8.56
2019,Greenwich Village - SoHo,Annual vehicle miles traveled (trucks),10.146983
2019,Washington Heights,Annual vehicle miles traveled,143.146246
2019,Central Harlem - Morningside Heights,Annual vehicle miles traveled (trucks),4.351877
2019,Kingsbridge - Riverdale,Nitrogen dioxide (NO2),13.5
2019,Bedford Stuyvesant - Crown Heights,Annual vehicle miles traveled (trucks),2.805015
2019,East New York,Nitrogen dioxide (NO2),15.81
2019,West Queens,Nitrogen dioxide (NO2),18.67
2019,East New York,Annual vehicle miles traveled,55.362066
2019,Gramercy Park - Murray Hill,Fine particles (PM 2.5),10.09
2019,Crotona -Tremont,Nitrogen dioxide (NO2),17.64
2019,Kingsbridge - Riverdale,Annual vehicle miles traveled (trucks),4.961
2019,Fresh Meadows,Annual vehicle miles traveled (trucks),5.392645
2019,Upper East Side,Annual vehicle miles traveled (trucks),7.064005
2019,Coney Island - Sheepshead Bay,Annual vehicle miles traveled (cars),42.206372
2019,Chelsea - Clinton,Fine particles (PM 2.5),10.21
2019,Rockaways,Fine particles (PM 2.5),5.59
2019,Fresh Meadows,Fine particles (PM 2.5),6.16
2019,Fresh Meadows,Annual vehicle miles traveled (cars),73.903539
2019,East New York,Fine particles (PM 2.5),6.56
2019,Central Harlem - Morningside Heights,Annual vehicle miles traveled (cars),100.681109
2019,Williamsburg - Bushwick,Fine particles (PM 2.5),7.5
2019,West Queens,Annual vehicle miles traveled (trucks),6.394251
2019,South Beach - Tottenville,Nitrogen dioxide (NO2),10.23
2019,Crotona -Tremont,Annual vehicle miles traveled (trucks),9.104067
2019,East Flatbush - Flatbush,Annual vehicle miles traveled (trucks),1.918668
2019,Downtown - Heights - Slope,Annual vehicle miles traveled (cars),116.158587
2019,Jamaica,Annual vehicle miles traveled (trucks),1.364906
2019,Williamsburg - Bushwick,Annual vehicle miles traveled (cars),46.233167
2019,High Bridge - Morrisania,Fine particles (PM 2.5),7.14
2019,Upper East Side,Nitrogen dioxide (NO2),22.13
2019,Bedford Stuyvesant - Crown Heights,Annual vehicle miles traveled (cars),77.615342
2019,Willowbrook,Nitrogen dioxide (NO2),12.21
2019,Ridgewood - Forest Hills,Annual vehicle miles traveled (cars),63.036357
2019,Union Square - Lower East Side,Annual vehicle miles traveled (trucks),6.664092
2018,Greenwich Village - SoHo,Fine particles (PM 2.5),11.04
2018,Bensonhurst - Bay Ridge,Nitrogen dioxide (NO2),20.53
2018,Fresh Meadows,Nitrogen dioxide (NO2),20.31
2018,Port Richmond,Nitrogen dioxide (NO2),20.12
2018,Flushing - Clearview,Nitrogen dioxide (NO2),21.25
2018,East Harlem,Nitrogen dioxide (NO2),24.44
2018,Long Island City - Astoria,Fine particles (PM 2.5),8.62
2018,Union Square - Lower East Side,Nitrogen dioxide (NO2),25.9
2018,Lower Manhattan,Nitrogen dioxide (NO2),27.74
2018,Lower Manhattan,Fine particles (PM 2.5),9.29
2018,Canarsie - Flatlands,Fine particles (PM 2.5),6.74
2018,East Flatbush - Flatbush,Nitrogen dioxide (NO2),21.71
2018,Gramercy Park - Murray Hill,Nitrogen dioxide (NO2),29.66
2018,Greenwich Village - SoHo,Nitrogen dioxide (NO2),27.47
2018,Upper East Side,Nitrogen dioxide (NO2),26.49
2018,Crotona -Tremont,Fine particles (PM 2.5),7.89
2018,Bayside - Little Neck,Nitrogen dioxide (NO2),18.18
2018,Downtown - Heights - Slope,Nitrogen dioxide (NO2),24.83
2018,Upper East Side,Fine particles (PM 2.5),8.96
2018,Willowbrook,Nitrogen dioxide (NO2),16.55
2018,Bedford Stuyvesant - Crown Heights,Fine particles (PM 2.5),7.23
2018,Pelham - Throgs Neck,Nitrogen dioxide (NO2),20.36
2018,Fordham - Bronx Pk,Fine particles (PM 2.5),7.2
2018,East New York,Fine particles (PM 2.5),7.15
2018,Fresh Meadows,Fine particles (PM 2.5),6.83
2018,Upper West Side,Fine particles (PM 2.5),8.16
2018,East New York,Nitrogen dioxide (NO2),21.57
2018,Ridgewood - Forest Hills,Fine particles (PM 2.5),7.17
2018,Washington Heights,Fine particles (PM 2.5),7.76
2018,Washington Heights,Nitrogen dioxide (NO2),22.24
2018,Northeast Bronx,Fine particles (PM 2.5),7.19
2018,West Queens,Fine particles (PM 2.5),8.01
2018,Central Harlem - Morningside Heights,Fine particles (PM 2.5),7.59
2018,Williamsburg - Bushwick,Nitrogen dioxide (NO2),25.25
2018,Bensonhurst - Bay Ridge,Fine particles (PM 2.5),6.85
2018,Upper West Side,Nitrogen dioxide (NO2),25.25
2018,Gramercy Park - Murray Hill,Fine particles (PM 2.5),11.66
2018,Southwest Queens,Fine particles (PM 2.5),6.86
2018,South Beach - Tottenville,Nitrogen dioxide (NO2),14.25
2018,Jamaica,Fine particles (PM 2.5),6.93
2018,Northeast Bronx,Nitrogen dioxide (NO2),19.11
2018,Central Harlem - Morningside Heights,Nitrogen dioxide (NO2),24.69
2018,Borough Park,Nitrogen dioxide (NO2),21.76
2018,East Harlem,Fine particles (PM 2.5),7.79
2018,Downtown - Heights - Slope,Fine particles (PM 2.5),8.15
2018,Coney Island - Sheepshead Bay,Fine particles (PM 2.5),6.69
2018,Greenpoint,Nitrogen dioxide (NO2),26.69
2018,High Bridge - Morrisania,Fine particles (PM 2.5),7.75
2018,Coney Island - Sheepshead Bay,Nitrogen dioxide (NO2),18.52
2018,High Bridge - Morrisania,Nitrogen dioxide (NO2),23.89
2018,Stapleton - St. George,Fine particles (PM 2.5),6.44
2018,Fordham - Bronx Pk,Nitrogen dioxide (NO2),19.92
2018,Sunset Park,Fine particles (PM 2.5),7.97
2018,Hunts Point - Mott Haven,Nitrogen dioxide (NO2),24.22
2018,Port Richmond,Fine particles (PM 2.5),6.86
2018,Kingsbridge - Riverdale,Nitrogen dioxide (NO2),18.32
2018,Rockaways,Nitrogen dioxide (NO2),13.95
2018,Willowbrook,Fine particles (PM 2.5),6.53
2018,Flushing - Clearview,Fine particles (PM 2.5),7.24
2018,Southeast Queens,Nitrogen dioxide (NO2),17.99
2018,Union Square - Lower East Side,Fine particles (PM 2.5),10.08
2018,Rockaways,Fine particles (PM 2.5),6.28
2018,Southwest Queens,Nitrogen dioxide (NO2),20.41
2018,Jamaica,Nitrogen dioxide (NO2),19.86
2018,Bedford Stuyvesant - Crown Heights,Nitrogen dioxide (NO2),23.23
2018,Sunset Park,Nitrogen dioxide (NO2),23.31
2018,Canarsie - Flatlands,Nitrogen dioxide (NO2),18.66
2018,Crotona -Tremont,Nitrogen dioxide (NO2),22.62
2018,Long Island City - Astoria,Nitrogen dioxide (NO2),25.7
2018,Stapleton - St. George,Nitrogen dioxide (NO2),17.83
2018,South Beach - Tottenville,Fine particles (PM 2.5),6.43
2018,Kingsbridge - Riverdale,Fine particles (PM 2.5),7.18
2018,Williamsburg - Bushwick,Fine particles (PM 2.5),8.1
2018,Chelsea - Clinton,Fine particles (PM 2.5),11.75
2018,Southeast Queens,Fine particles (PM 2.5),6.73
2018,Chelsea - Clinton,Nitrogen dioxide (NO2),29.47
2018,Greenpoint,Fine particles (PM 2.5),9.24
2018,East Flatbush - Flatbush,Fine particles (PM 2.5),6.91
2018,West Queens,Nitrogen dioxide (NO2),24.36
2018,Ridgewood - Forest Hills,Nitrogen dioxide (NO2),22.03
2018,Hunts Point - Mott Haven,Fine particles (PM 2.5),8.03
2018,Borough Park,Fine particles (PM 2.5),6.93
2018,Bayside - Little Neck,Fine particles (PM 2.5),6.92
2018,Pelham - Throgs Neck,Fine particles (PM 2.5),7.31
2018,East Flatbush - Flatbush,Nitrogen dioxide (NO2),12.34
2018,Borough Park,Fine particles (PM 2.5),8.17
2018,High Bridge - Morrisania,Nitrogen dioxide (NO2),15.85
2018,Central Harlem - Morningside Heights,Ozone (O3),28.41
2018,West Queens,Nitrogen dioxide (NO2),14.92
2018,Willowbrook,Nitrogen dioxide (NO2),9.09
2018,West Queens,Fine particles (PM 2.5),8.89
2018,Downtown - Heights - Slope,Ozone (O3),28.54
2018,Chelsea - Clinton,Ozone (O3),24.81
2018,Borough Park,Nitrogen dioxide (NO2),12.59
2018,Upper West Side,Ozone (O3),27.2
2018,East New York,Ozone (O3),31.71
2018,Willowbrook,Fine particles (PM 2.5),7.74
2018,Northeast Bronx,Ozone (O3),31.24
2018,Bensonhurst - Bay Ridge,Nitrogen dioxide (NO2),11.47
2018,Stapleton - St. George,Nitrogen dioxide (NO2),9.31
2018,Downtown - Heights - Slope,Nitrogen dioxide (NO2),16.37
2018,Port Richmond,Ozone (O3),28.48
2018,Gramercy Park - Murray Hill,Ozone (O3),23.99
2018,Williamsburg - Bushwick,Fine particles (PM 2.5),9.31
2018,Lower Manhattan,Ozone (O3),25.92
2018,Fordham - Bronx Pk,Ozone (O3),30.6
2018,Hunts Point - Mott Haven,Nitrogen dioxide (NO2),15.21
2018,Rockaways,Fine particles (PM 2.5),7.76
2018,Greenpoint,Ozone (O3),28.98
2018,Gramercy Park - Murray Hill,Fine particles (PM 2.5),11.64
2018,Coney Island - Sheepshead Bay,Ozone (O3),32.5
2018,Bayside - Little Neck,Ozone (O3),30.98
2018,Upper West Side,Fine particles (PM 2.5),9.48
2018,Greenwich Village - SoHo,Nitrogen dioxide (NO2),21.53
2018,Fresh Meadows,Nitrogen dioxide (NO2),12.36
2018,East Flatbush - Flatbush,Ozone (O3),30.95
2018,Ridgewood - Forest Hills,Fine particles (PM 2.5),8.33
2018,Sunset Park,Fine particles (PM 2.5),8.78
2018,Bedford Stuyvesant - Crown Heights,Fine particles (PM 2.5),8.48
2018,Greenpoint,Nitrogen dioxide (NO2),17.47
2018,Upper East Side,Fine particles (PM 2.5),10.03
2018,East Harlem,Fine particles (PM 2.5),8.72
2018,Gramercy Park - Murray Hill,Nitrogen dioxide (NO2),26.13
2018,Upper East Side,Nitrogen dioxide (NO2),19.87
2018,Jamaica,Ozone (O3),31.33
2018,East Harlem,Nitrogen dioxide (NO2),16.41
2018,Central Harlem - Morningside Heights,Fine particles (PM 2.5),8.9
2018,Bedford Stuyvesant - Crown Heights,Ozone (O3),30.2
2018,Bedford Stuyvesant - Crown Heights,Nitrogen dioxide (NO2),14.02
2018,South Beach - Tottenville,Nitrogen dioxide (NO2),6.28
2018,Rockaways,Ozone (O3),35.18
2018,High Bridge - Morrisania,Ozone (O3),29.68
2018,Port Richmond,Fine particles (PM 2.5),7.84
2018,Williamsburg - Bushwick,Nitrogen dioxide (NO2),15.84
2018,Flushing - Clearview,Nitrogen dioxide (NO2),12.95
2018,Upper West Side,Nitrogen dioxide (NO2),18.4
2018,Southwest Queens,Fine particles (PM 2.5),8.02
2018,Greenwich Village - SoHo,Fine particles (PM 2.5),9.91
2018,Ridgewood - Forest Hills,Ozone (O3),30.96
2018,Sunset Park,Nitrogen dioxide (NO2),14.4
2018,Willowbrook,Ozone (O3),29.36
2018,Flushing - Clearview,Ozone (O3),31.28
2018,Kingsbridge - Riverdale,Nitrogen dioxide (NO2),11.69
2018,Jamaica,Nitrogen dioxide (NO2),12.77
2018,Pelham - Throgs Neck,Ozone (O3),31.52
2018,Kingsbridge - Riverdale,Ozone (O3),29.8
2018,Washington Heights,Ozone (O3),28.95
2018,Southwest Queens,Nitrogen dioxide (NO2),11.83
2018,East New York,Fine particles (PM 2.5),8.41
2018,Greenwich Village - SoHo,Ozone (O3),26.35
2018,Stapleton - St. George,Ozone (O3),29.89
2018,Flushing - Clearview,Fine particles (PM 2.5),8.35
2018,Williamsburg - Bushwick,Ozone (O3),29.64
2018,Southeast Queens,Fine particles (PM 2.5),8.05
2018,East New York,Nitrogen dioxide (NO2),11.97
2018,West Queens,Ozone (O3),30.33
2018,Borough Park,Ozone (O3),30.44
2018,Rockaways,Nitrogen dioxide (NO2),6.73
2018,Southeast Queens,Ozone (O3),31.82
2018,Bayside - Little Neck,Fine particles (PM 2.5),8
2018,Fresh Meadows,Fine particles (PM 2.5),8.02
2018,Canarsie - Flatlands,Nitrogen dioxide (NO2),9.05
2018,High Bridge - Morrisania,Fine particles (PM 2.5),9.06
2018,Bensonhurst - Bay Ridge,Ozone (O3),30.9
2018,East Flatbush - Flatbush,Fine particles (PM 2.5),8.26
2018,Central Harlem - Morningside Heights,Nitrogen dioxide (NO2),16.9
2018,Jamaica,Fine particles (PM 2.5),8.25
2018,Southeast Queens,Nitrogen dioxide (NO2),12.22
2018,Crotona -Tremont,Nitrogen dioxide (NO2),15.18
2018,Coney Island - Sheepshead Bay,Fine particles (PM 2.5),7.87
2018,Downtown - Heights - Slope,Fine particles (PM 2.5),8.91
2018,Chelsea - Clinton,Nitrogen dioxide (NO2),24.85
2018,Fordham - Bronx Pk,Fine particles (PM 2.5),8.55
2018,Sunset Park,Ozone (O3),29.49
2018,Lower Manhattan,Fine particles (PM 2.5),10.07
2018,Union Square - Lower East Side,Fine particles (PM 2.5),9.28
2018,Bensonhurst - Bay Ridge,Fine particles (PM 2.5),7.83
2018,Pelham - Throgs Neck,Fine particles (PM 2.5),8.39
2018,Kingsbridge - Riverdale,Fine particles (PM 2.5),8.25
2018,Pelham - Throgs Neck,Nitrogen dioxide (NO2),12.84
2018,Bayside - Little Neck,Nitrogen dioxide (NO2),11.72
2018,Long Island City - Astoria,Fine particles (PM 2.5),9.43
2018,Port Richmond,Nitrogen dioxide (NO2),12.34
2018,Greenpoint,Fine particles (PM 2.5),9.85
2018,Washington Heights,Nitrogen dioxide (NO2),14.97
2018,Long Island City - Astoria,Nitrogen dioxide (NO2),16.35
2018,Hunts Point - Mott Haven,Ozone (O3),30.62
2018,Southwest Queens,Ozone (O3),31.93
2018,Canarsie - Flatlands,Ozone (O3),32.96
2018,Ridgewood - Forest Hills,Nitrogen dioxide (NO2),12.54
2018,Union Square - Lower East Side,Ozone (O3),26.82
2018,Northeast Bronx,Nitrogen dioxide (NO2),13.05
2018,Fresh Meadows,Ozone (O3),31.03
2018,Chelsea - Clinton,Fine particles (PM 2.5),11.25
2018,Union Square - Lower East Side,Nitrogen dioxide (NO2),19.38
2018,Lower Manhattan,Nitrogen dioxide (NO2),21.79
2018,East Harlem,Ozone (O3),28.83
2018,Upper East Side,Ozone (O3),26.97
2018,Crotona -Tremont,Ozone (O3),29.96
2018,Coney Island - Sheepshead Bay,Nitrogen dioxide (NO2),9.1
2018,South Beach - Tottenville,Ozone (O3),30.34
2018,Washington Heights,Fine particles (PM 2.5),8.65
2018,Hunts Point - Mott Haven,Fine particles (PM 2.5),9.23
2018,Fordham - Bronx Pk,Nitrogen dioxide (NO2),13.3
2018,Long Island City - Astoria,Ozone (O3),29.66
2018,South Beach - Tottenville,Fine particles (PM 2.5),7.35
2018,Canarsie - Flatlands,Fine particles (PM 2.5),8.05
2018,Crotona -Tremont,Fine particles (PM 2.5),8.89
2018,Northeast Bronx,Fine particles (PM 2.5),8.33
2018,Stapleton - St. George,Fine particles (PM 2.5),7.46
2018,Flushing - Clearview,Fine particles (PM 2.5),6.9
2018,Stapleton - St. George,Nitrogen dioxide (NO2),14.26
2018,Bayside - Little Neck,Fine particles (PM 2.5),6.48
2018,Borough Park,Nitrogen dioxide (NO2),18.11
2018,Chelsea - Clinton,Nitrogen dioxide (NO2),27.57
2018,East Flatbush - Flatbush,Nitrogen dioxide (NO2),17.9
2018,Southeast Queens,Fine particles (PM 2.5),6.42
2018,Gramercy Park - Murray Hill,Nitrogen dioxide (NO2),28.69
2018,Greenwich Village - SoHo,Nitrogen dioxide (NO2),24.79
2018,East Flatbush - Flatbush,Fine particles (PM 2.5),7.04
2018,Upper West Side,Fine particles (PM 2.5),8.16
2018,West Queens,Fine particles (PM 2.5),7.57
2018,Washington Heights,Fine particles (PM 2.5),7.32
2018,Williamsburg - Bushwick,Nitrogen dioxide (NO2),20.95
2018,Downtown - Heights - Slope,Fine particles (PM 2.5),7.85
2018,Southeast Queens,Nitrogen dioxide (NO2),16.21
2018,Bedford Stuyvesant - Crown Heights,Fine particles (PM 2.5),7.27
2018,Crotona -Tremont,Fine particles (PM 2.5),7.53
2018,Southwest Queens,Nitrogen dioxide (NO2),17.19
2018,Crotona -Tremont,Nitrogen dioxide (NO2),19.76
2018,Kingsbridge - Riverdale,Nitrogen dioxide (NO2),15.77
2018,Jamaica,Nitrogen dioxide (NO2),17.55
2018,Canarsie - Flatlands,Nitrogen dioxide (NO2),14.48
2018,Borough Park,Fine particles (PM 2.5),6.99
2018,Greenpoint,Fine particles (PM 2.5),8.72
2018,Hunts Point - Mott Haven,Nitrogen dioxide (NO2),20.23
2018,Bensonhurst - Bay Ridge,Fine particles (PM 2.5),6.67
2018,Coney Island - Sheepshead Bay,Fine particles (PM 2.5),6.55
2018,Southwest Queens,Fine particles (PM 2.5),6.56
2018,Hunts Point - Mott Haven,Fine particles (PM 2.5),7.85
2018,Fresh Meadows,Fine particles (PM 2.5),6.55
2018,Rockaways,Nitrogen dioxide (NO2),10.52
2018,Jamaica,Fine particles (PM 2.5),6.69
2018,Port Richmond,Nitrogen dioxide (NO2),16.77
2018,West Queens,Nitrogen dioxide (NO2),19.9
2018,Fordham - Bronx Pk,Fine particles (PM 2.5),7.19
2018,Willowbrook,Fine particles (PM 2.5),6.63
2018,Coney Island - Sheepshead Bay,Nitrogen dioxide (NO2),14.35
2018,Long Island City - Astoria,Nitrogen dioxide (NO2),20.89
2018,Upper East Side,Fine particles (PM 2.5),8.68
2018,East Harlem,Fine particles (PM 2.5),7.39
2018,South Beach - Tottenville,Nitrogen dioxide (NO2),11.05
2018,Ridgewood - Forest Hills,Fine particles (PM 2.5),6.99
2018,Canarsie - Flatlands,Fine particles (PM 2.5),6.7
2018,Sunset Park,Nitrogen dioxide (NO2),19.67
2018,Rockaways,Fine particles (PM 2.5),6.06
2018,Lower Manhattan,Fine particles (PM 2.5),8.94
2018,Union Square - Lower East Side,Fine particles (PM 2.5),8.14
2018,Union Square - Lower East Side,Nitrogen dioxide (NO2),22.94
2018,Willowbrook,Nitrogen dioxide (NO2),13.57
2018,Stapleton - St. George,Fine particles (PM 2.5),6.36
2018,High Bridge - Morrisania,Nitrogen dioxide (NO2),20.83
2018,Pelham - Throgs Neck,Nitrogen dioxide (NO2),16.89
2018,Long Island City - Astoria,Fine particles (PM 2.5),8.16
2018,Pelham - Throgs Neck,Fine particles (PM 2.5),7
2018,Sunset Park,Fine particles (PM 2.5),7.72
2018,Greenpoint,Nitrogen dioxide (NO2),21.93
2018,Upper East Side,Nitrogen dioxide (NO2),23.42
2018,Fordham - Bronx Pk,Nitrogen dioxide (NO2),17.25
2018,Northeast Bronx,Fine particles (PM 2.5),6.99
2018,East Harlem,Nitrogen dioxide (NO2),20.91
2018,South Beach - Tottenville,Fine particles (PM 2.5),6.18
2018,Chelsea - Clinton,Fine particles (PM 2.5),9.97
2018,East New York,Fine particles (PM 2.5),7.06
2018,High Bridge - Morrisania,Fine particles (PM 2.5),7.68
2018,Upper West Side,Nitrogen dioxide (NO2),22.22
2018,Flushing - Clearview,Nitrogen dioxide (NO2),17.63
2018,Williamsburg - Bushwick,Fine particles (PM 2.5),8.11
2018,Washington Heights,Nitrogen dioxide (NO2),19.73
2018,Central Harlem - Morningside Heights,Nitrogen dioxide (NO2),21.66
2018,Northeast Bronx,Nitrogen dioxide (NO2),16.16
2018,Downtown - Heights - Slope,Nitrogen dioxide (NO2),21.14
2018,Gramercy Park - Murray Hill,Fine particles (PM 2.5),10.3
2018,Lower Manhattan,Nitrogen dioxide (NO2),25.15
2018,Central Harlem - Morningside Heights,Fine particles (PM 2.5),7.53
2018,East New York,Nitrogen dioxide (NO2),17.56
2018,Greenwich Village - SoHo,Fine particles (PM 2.5),8.79
2018,Fresh Meadows,Nitrogen dioxide (NO2),17.34
2018,Bayside - Little Neck,Nitrogen dioxide (NO2),15.77
2018,Port Richmond,Fine particles (PM 2.5),6.78
2018,Bedford Stuyvesant - Crown Heights,Nitrogen dioxide (NO2),19.42
2018,Ridgewood - Forest Hills,Nitrogen dioxide (NO2),17.94
2018,Kingsbridge - Riverdale,Fine particles (PM 2.5),6.95
2018,Bensonhurst - Bay Ridge,Nitrogen dioxide (NO2),16.86
2017,Bayside - Little Neck,Nitrogen dioxide (NO2),21.85
2017,Flushing - Clearview,Fine particles (PM 2.5),7.94
2017,South Beach - Tottenville,Nitrogen dioxide (NO2),17.21
2017,Canarsie - Flatlands,Fine particles (PM 2.5),7.9
2017,Jamaica,Fine particles (PM 2.5),7.71
2017,Stapleton - St. George,Fine particles (PM 2.5),7.81
2017,Williamsburg - Bushwick,Nitrogen dioxide (NO2),27.7
2017,East Flatbush - Flatbush,Fine particles (PM 2.5),8.39
2017,West Queens,Nitrogen dioxide (NO2),26.84
2017,Willowbrook,Nitrogen dioxide (NO2),19.5
2017,Southwest Queens,Fine particles (PM 2.5),7.62
2017,Ridgewood - Forest Hills,Fine particles (PM 2.5),8.11
2017,Flushing - Clearview,Nitrogen dioxide (NO2),24.42
2017,Downtown - Heights - Slope,Fine particles (PM 2.5),9.38
2017,Crotona -Tremont,Fine particles (PM 2.5),8.52
2017,Northeast Bronx,Fine particles (PM 2.5),8.13
2017,High Bridge - Morrisania,Fine particles (PM 2.5),8.59
2017,East Harlem,Fine particles (PM 2.5),8.36
2017,Willowbrook,Fine particles (PM 2.5),8.01
2017,Port Richmond,Nitrogen dioxide (NO2),22.6
2017,Bedford Stuyvesant - Crown Heights,Fine particles (PM 2.5),8.61
2017,Williamsburg - Bushwick,Fine particles (PM 2.5),9.42
2017,Upper East Side,Nitrogen dioxide (NO2),28.57
2017,West Queens,Fine particles (PM 2.5),8.67
2017,Kingsbridge - Riverdale,Fine particles (PM 2.5),8
2017,Bayside - Little Neck,Fine particles (PM 2.5),7.57
2017,Central Harlem - Morningside Heights,Nitrogen dioxide (NO2),27.52
2017,Gramercy Park - Murray Hill,Nitrogen dioxide (NO2),33.05
2017,Long Island City - Astoria,Fine particles (PM 2.5),9.27
2017,Fordham - Bronx Pk,Fine particles (PM 2.5),8.22
2017,Port Richmond,Fine particles (PM 2.5),8.19
2017,Greenpoint,Fine particles (PM 2.5),10.07
2017,Pelham - Throgs Neck,Fine particles (PM 2.5),8.06
2017,Rockaways,Nitrogen dioxide (NO2),14.41
2017,Fordham - Bronx Pk,Nitrogen dioxide (NO2),22.82
2017,Greenpoint,Nitrogen dioxide (NO2),28.11
2017,Southeast Queens,Nitrogen dioxide (NO2),21.61
2017,Union Square - Lower East Side,Nitrogen dioxide (NO2),28.12
2017,Hunts Point - Mott Haven,Nitrogen dioxide (NO2),26.75
2017,Bedford Stuyvesant - Crown Heights,Nitrogen dioxide (NO2),26.16
2017,Hunts Point - Mott Haven,Fine particles (PM 2.5),8.78
2017,East Harlem,Nitrogen dioxide (NO2),26.75
2017,Fresh Meadows,Nitrogen dioxide (NO2),24.31
2017,Borough Park,Fine particles (PM 2.5),8.4
2017,Bensonhurst - Bay Ridge,Fine particles (PM 2.5),8.1
2017,Long Island City - Astoria,Nitrogen dioxide (NO2),27.14
2017,Upper East Side,Fine particles (PM 2.5),9.75
2017,Washington Heights,Fine particles (PM 2.5),8.29
2017,Chelsea - Clinton,Fine particles (PM 2.5),11.21
2017,Bensonhurst - Bay Ridge,Nitrogen dioxide (NO2),22.67
2017,Kingsbridge - Riverdale,Nitrogen dioxide (NO2),21.31
2017,Washington Heights,Nitrogen dioxide (NO2),25.64
2017,South Beach - Tottenville,Fine particles (PM 2.5),7.57
2017,Greenwich Village - SoHo,Nitrogen dioxide (NO2),29.62
2017,East Flatbush - Flatbush,Nitrogen dioxide (NO2),24.33
2017,Upper West Side,Nitrogen dioxide (NO2),27.31
2017,Coney Island - Sheepshead Bay,Nitrogen dioxide (NO2),19.73
2017,Lower Manhattan,Nitrogen dioxide (NO2),30.06
2017,Downtown - Heights - Slope,Nitrogen dioxide (NO2),27.19
2017,Gramercy Park - Murray Hill,Fine particles (PM 2.5),11.5
2017,Ridgewood - Forest Hills,Nitrogen dioxide (NO2),25.21
2017,Stapleton - St. George,Nitrogen dioxide (NO2),20.07
2017,Borough Park,Nitrogen dioxide (NO2),24.2
2017,Central Harlem - Morningside Heights,Fine particles (PM 2.5),8.44
2017,East New York,Fine particles (PM 2.5),8.23
2017,Fresh Meadows,Fine particles (PM 2.5),7.6
2017,Greenwich Village - SoHo,Fine particles (PM 2.5),10.23
2017,Upper West Side,Fine particles (PM 2.5),9.21
2017,Sunset Park,Fine particles (PM 2.5),9.25
2017,Southwest Queens,Nitrogen dioxide (NO2),23.99
2017,East New York,Nitrogen dioxide (NO2),24.54
2017,Jamaica,Nitrogen dioxide (NO2),23.83
2017,Canarsie - Flatlands,Nitrogen dioxide (NO2),20.54
2017,Northeast Bronx,Nitrogen dioxide (NO2),21.29
2017,Chelsea - Clinton,Nitrogen dioxide (NO2),31.91
2017,Southeast Queens,Fine particles (PM 2.5),7.46
2017,High Bridge - Morrisania,Nitrogen dioxide (NO2),27.05
2017,Crotona -Tremont,Nitrogen dioxide (NO2),25.81
2017,Coney Island - Sheepshead Bay,Fine particles (PM 2.5),7.81
2017,Lower Manhattan,Fine particles (PM 2.5),10.41
2017,Union Square - Lower East Side,Fine particles (PM 2.5),9.55
2017,Sunset Park,Nitrogen dioxide (NO2),25.76
